,BPC9,BPC10,BPC11,BPC12,BPC13,BPC14,BPC15,BPC16,BPCdem1,BPCdem2,indpt_EO,xdemWhite,demBlackBin,xdemHispBin,demRaceOther,age_18-34,age_35-44,age_45-64,age_65+,xeduc3_nocollege,xeduc3_bach,xeduc3_postgrad,xpid3_D,xpid3_I,xpid3_R,xsubVote20O_Biden,xsubVote20O_Trump,xsubVote20O_Other,xsubVote20O_NoVote,xdemGender_M,xdemGender_F
365,2,2,2,3,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
366,5,5,5,5,5,5,5,5,,,0,0.0,0.0,1.0,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
367,2,2,1,2,2,1,2,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
368,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
369,2,1,2,2,2,2,1,2,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
370,1,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
371,2,2,2,2,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
372,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
373,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
374,3,3,3,4,3,3,3,3,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
375,3,2,2,3,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
376,5,5,4,4,2,5,5,4,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
377,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
378,3,2,3,1,2,3,3,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
379,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
380,1,1,1,3,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
381,1,1,1,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
382,5,5,5,5,5,5,5,5,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
383,1,1,1,1,1,1,1,1,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
384,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
385,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
386,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
387,2,2,5,1,2,2,2,2,,1.0,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
388,1,1,1,2,1,1,1,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
389,2,2,2,2,3,3,3,3,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
390,3,2,2,1,3,3,3,3,,1.0,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
391,3,3,3,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
392,3,3,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
393,2,3,3,3,2,2,2,3,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
394,1,2,2,1,2,2,3,2,,0.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
395,1,1,1,1,1,1,1,1,,,0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
396,2,2,2,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
397,2,2,1,1,1,1,2,1,,1.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
398,5,5,5,5,5,5,5,5,,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
399,3,2,2,3,1,2,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
400,1,1,1,1,5,1,1,1,1.0,,1,1.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
401,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,1.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
402,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
403,2,2,1,1,1,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
404,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
405,2,2,2,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
406,3,2,2,3,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
407,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
408,4,4,4,4,4,4,4,4,0.0,,0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
409,2,2,2,2,5,5,5,5,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
410,1,1,1,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
411,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
412,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
413,1,1,1,1,1,1,1,3,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
414,2,2,2,2,1,2,2,2,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
415,2,2,2,2,3,3,3,3,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
416,1,1,1,1,1,1,2,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
417,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
418,2,2,1,5,1,5,5,2,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
419,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
420,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
421,1,1,1,1,5,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
422,5,5,5,5,5,5,5,5,,,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
423,1,1,1,1,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
424,5,5,5,5,5,5,5,5,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
425,2,2,3,3,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
426,2,2,2,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
427,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
428,4,4,4,4,3,3,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
429,5,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
430,1,1,1,1,1,1,1,1,,1.0,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
431,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
432,3,2,3,3,3,2,2,3,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
433,5,2,2,5,5,5,5,5,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
434,5,5,5,5,5,5,5,5,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
435,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
436,5,5,5,5,5,5,5,5,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
437,3,3,3,3,4,4,4,4,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
438,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
439,1,1,1,1,1,1,1,2,,1.0,1,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
440,4,4,4,4,3,3,3,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
441,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
442,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
443,2,1,1,3,1,1,1,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
444,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
445,1,1,1,1,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
446,2,2,2,2,1,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
447,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
448,3,3,3,3,3,2,2,2,,,0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
449,1,1,1,1,1,1,2,1,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
450,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
451,2,2,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
452,5,5,5,5,2,5,2,5,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
453,5,5,5,5,5,5,5,5,,,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
454,5,5,5,5,3,5,5,5,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
455,1,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
456,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
457,3,3,3,4,4,3,3,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
458,2,2,2,4,2,2,3,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
459,2,2,3,4,2,2,3,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
460,4,2,2,4,4,4,2,2,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
461,2,2,2,3,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
462,2,2,2,2,2,2,2,2,,,0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
463,1,1,1,1,1,1,1,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
464,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
465,2,3,3,2,2,2,1,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
466,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
467,1,1,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
468,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
469,2,2,2,2,2,1,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
470,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
471,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
472,4,4,4,4,4,3,3,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
473,3,3,3,3,2,2,2,3,,1.0,1,0.0,0.0,1.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
474,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
475,2,2,2,3,2,1,2,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
476,2,2,2,2,2,2,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
477,1,1,1,1,1,3,2,3,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
478,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
479,5,5,4,1,2,2,2,2,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
480,1,1,1,1,1,1,2,2,,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
481,1,2,1,2,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
482,1,1,1,1,1,1,2,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
483,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
484,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
485,1,1,1,2,1,2,2,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
486,3,3,3,3,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
487,4,3,2,4,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
488,2,2,2,3,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
489,2,2,2,2,2,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
490,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
491,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
492,2,2,2,2,2,3,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
493,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
494,3,3,3,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
495,2,3,3,3,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
496,4,2,4,4,2,1,1,1,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
497,1,2,1,2,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
498,1,2,2,2,1,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
499,1,1,1,2,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
500,2,2,2,2,2,2,2,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
501,2,4,3,2,2,2,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
502,4,2,3,4,3,2,3,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
503,3,3,3,3,3,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
504,1,1,1,1,1,1,1,3,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
505,3,3,2,2,2,2,2,2,,,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
506,2,1,1,4,2,1,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
507,1,1,1,2,1,1,1,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
508,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
509,1,1,1,3,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
510,2,2,2,2,2,2,2,2,,0.0,0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
511,1,1,1,1,1,1,1,1,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
512,4,4,3,3,3,3,3,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
513,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
514,3,3,3,3,3,3,3,3,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
515,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
516,1,1,1,1,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
517,2,2,2,3,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
518,3,3,3,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
519,1,1,1,1,1,2,3,3,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
520,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
521,4,4,4,4,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
522,1,4,1,4,4,3,3,4,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
523,2,3,3,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
524,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
525,4,3,4,4,4,4,4,4,1.0,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
526,3,3,3,3,3,3,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
527,4,3,4,3,2,2,3,2,,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
528,5,2,2,2,2,2,2,2,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
529,1,1,1,2,2,1,1,1,0.0,,0,1.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
530,2,2,2,2,3,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
531,1,1,1,1,1,1,1,2,,0.0,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
532,2,2,2,2,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
533,1,1,1,2,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
534,2,2,2,5,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
535,2,1,1,1,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
536,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
537,1,1,1,2,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
538,5,2,2,5,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
539,1,1,1,3,1,1,1,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
540,1,1,1,2,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
541,2,3,3,4,2,2,2,2,,,0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
542,4,4,4,4,4,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
543,2,2,2,2,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
544,2,2,2,2,2,2,2,2,,,0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
545,2,1,2,3,1,1,1,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
546,1,1,1,1,1,1,1,1,1.0,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
547,1,1,1,1,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
548,4,4,4,4,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
549,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
550,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
551,3,3,3,3,3,3,3,3,,1.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
552,1,1,1,1,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
553,1,1,1,2,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
