,BPC9,BPC10,BPC11,BPC12,BPC13,BPC14,BPC15,BPC16,BPCdem1,BPCdem2,indpt_EO,xdemWhite,demBlackBin,xdemHispBin,demRaceOther,age_18-34,age_35-44,age_45-64,age_65+,xeduc3_nocollege,xeduc3_bach,xeduc3_postgrad,xpid3_D,xpid3_I,xpid3_R,xsubVote20O_Biden,xsubVote20O_Trump,xsubVote20O_Other,xsubVote20O_NoVote,xdemGender_M,xdemGender_F
743,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
744,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
745,2,2,2,2,2,2,2,2,0.0,,0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
746,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
747,1,1,1,1,1,1,1,1,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
748,4,3,4,4,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
749,1,1,1,1,2,2,2,1,,0.0,1,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
750,1,1,1,2,1,1,1,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
751,3,3,3,3,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
752,2,2,2,2,2,2,1,1,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
753,3,3,4,4,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
754,1,1,1,2,2,2,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
755,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
756,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
757,3,5,5,3,3,2,2,3,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
758,2,2,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
759,2,2,2,3,2,2,2,2,0.0,,1,1.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
760,2,4,4,3,4,4,4,3,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
761,1,1,1,1,1,1,1,1,,,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
762,5,5,5,5,5,5,5,5,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
763,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
764,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
765,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
766,4,2,3,2,2,1,3,4,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
767,2,2,2,5,5,5,2,5,,1.0,1,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
768,2,2,2,3,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
769,4,5,2,4,3,2,2,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
770,2,2,1,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
771,1,1,1,1,1,1,1,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
772,2,2,2,3,2,2,2,3,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
773,3,3,3,3,1,3,2,4,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
774,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
775,2,2,2,2,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
776,4,4,4,4,5,5,5,5,,1.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
777,1,1,1,1,1,1,1,1,,1.0,0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
778,2,2,2,2,2,2,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
779,1,1,1,1,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
780,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
781,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
782,4,4,4,4,4,4,4,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
783,3,1,2,3,3,3,3,3,1.0,,1,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
784,1,2,1,2,1,2,1,2,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
785,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
786,3,3,3,3,3,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
787,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
788,2,2,3,3,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
789,1,1,1,1,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
790,1,1,1,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
791,3,5,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
792,4,3,3,4,3,3,3,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
793,1,2,1,1,2,1,2,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
794,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
795,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
796,2,2,2,2,2,2,2,2,,0.0,0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
797,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
798,2,2,2,5,2,2,2,5,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
799,1,5,1,2,1,1,1,2,,1.0,0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
800,2,2,2,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
801,1,1,1,1,1,1,1,1,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
802,1,1,2,2,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
803,1,1,1,1,3,3,3,3,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
804,1,2,1,1,2,1,1,3,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
805,1,1,1,1,1,1,2,1,,1.0,1,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
806,5,2,2,2,2,2,2,2,0.0,,1,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
807,1,1,1,1,1,1,1,1,,1.0,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
808,1,1,1,1,1,1,1,1,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
809,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
810,1,1,1,1,3,1,2,3,,0.0,1,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
811,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
812,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
813,5,5,5,5,5,5,5,5,,1.0,0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
814,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
815,1,1,1,1,1,1,2,1,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
816,2,1,1,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
817,1,1,1,1,1,1,1,3,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
818,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
819,3,5,5,5,5,5,5,5,,,0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
820,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
821,2,2,2,4,2,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
822,5,5,5,5,5,5,5,5,,,0,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
823,4,3,3,4,2,2,2,3,1.0,,0,1.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
824,3,2,2,3,2,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
825,1,2,2,3,2,2,3,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
826,2,1,1,4,2,2,1,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
827,3,3,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
828,2,2,2,1,1,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
829,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
830,2,2,2,3,2,2,2,2,1.0,,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
831,3,5,5,3,5,5,5,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
832,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
833,1,2,2,2,1,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
834,2,2,5,5,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
835,1,5,5,5,1,1,1,1,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
836,4,4,3,3,4,4,4,4,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
837,1,1,1,1,1,1,1,1,,0.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
838,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
839,3,2,3,3,3,3,3,3,,,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
840,1,1,1,1,2,2,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
841,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
842,2,2,2,2,2,2,2,2,,,1,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
843,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
844,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
845,1,1,1,1,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
846,2,2,2,3,2,2,2,5,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
847,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
848,3,3,3,3,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
849,4,4,4,4,4,4,4,5,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
850,1,1,3,1,1,2,3,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
851,2,2,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
852,1,1,1,1,1,1,1,1,,0.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
853,4,4,4,4,4,4,4,4,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
854,2,2,2,2,2,2,2,2,,0.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
855,2,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
856,2,2,2,1,1,1,1,1,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
857,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
858,4,2,4,4,3,2,4,4,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
859,1,1,1,1,3,2,3,3,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
860,3,2,2,1,2,2,2,3,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
861,1,1,1,2,1,1,1,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
862,1,1,2,2,1,1,2,2,0.0,,0,1.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
863,3,3,3,3,3,3,3,3,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
864,2,2,2,2,2,2,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
865,1,1,1,1,1,1,1,1,,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
866,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
867,2,2,2,2,2,2,2,2,,,1,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
868,5,5,5,4,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
869,1,1,1,1,1,1,1,1,,1.0,1,0.0,0.0,0.0,1.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
870,2,1,1,4,1,1,2,3,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
871,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
872,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
873,2,2,2,2,2,2,2,2,0.0,,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
874,4,5,5,5,5,4,4,5,,1.0,1,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
875,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
876,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
877,2,1,1,1,1,2,1,1,,1.0,0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
878,2,2,2,2,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
879,1,1,1,2,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
880,1,1,1,1,1,1,1,1,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
881,2,2,2,2,2,2,2,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
882,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
883,2,2,2,2,2,2,2,2,0.0,,0,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
884,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
885,5,5,5,5,5,5,5,5,,,0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
886,3,5,3,4,2,2,2,5,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
887,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
888,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
889,2,2,2,2,2,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
890,1,2,2,2,1,2,2,2,,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
891,3,2,2,2,2,2,2,2,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
892,1,1,1,2,1,1,1,2,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
893,1,1,1,2,1,1,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
894,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
895,2,2,2,2,2,2,2,2,,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
896,2,2,2,3,3,3,3,3,0.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
897,3,3,3,4,2,2,3,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
898,1,1,1,1,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
899,1,1,1,1,1,1,1,1,1.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
900,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
901,1,1,1,1,1,1,1,1,,1.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
902,4,4,4,4,3,3,3,3,1.0,,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
903,5,5,5,5,5,5,5,5,,0.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
904,3,2,2,4,2,2,2,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
905,1,1,1,1,1,2,2,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
906,3,3,3,3,3,3,3,3,1.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
907,2,2,2,2,2,2,2,2,,1.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
908,3,4,3,3,3,4,4,4,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
909,2,2,2,2,2,2,2,2,0.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
910,1,1,1,1,1,1,1,1,,1.0,0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
911,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
912,3,2,2,4,3,2,2,3,1.0,,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
913,1,1,1,1,1,1,1,1,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
914,1,2,1,1,1,1,1,2,,0.0,0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
915,2,2,2,4,2,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
916,5,5,5,5,5,5,5,5,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
917,1,2,3,4,2,1,3,4,1.0,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
918,1,1,1,1,1,1,1,1,,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
919,1,2,1,1,2,2,2,2,,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
920,1,1,2,1,1,2,2,1,,1.0,1,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
921,1,1,1,3,1,1,1,2,0.0,,1,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
922,2,2,2,3,3,2,2,3,0.0,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
923,1,1,1,2,1,1,1,1,,1.0,0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
924,2,1,2,1,1,1,2,2,,1.0,1,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
925,2,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
926,3,3,3,4,5,5,5,3,,,0,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
927,2,2,2,2,2,2,2,2,,1.0,0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
928,1,1,1,1,1,1,1,1,,,0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
929,2,2,3,2,2,3,2,1,0.0,,0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
930,1,1,1,2,1,1,1,4,,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
931,4,4,4,4,4,3,3,3,,,1,1.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
